id,centroid_x,centroid_y,area,time
55,756,534,12240,2025-12-03_17:30:09
52,1087,491,19680,2025-12-03_17:30:10
55,802,545,17784,2025-12-03_17:30:10
57,804,539,13366,2025-12-03_17:30:10
52,1091,508,16050,2025-12-03_17:30:10
55,776,559,17214,2025-12-03_17:30:10
52,1106,501,18696,2025-12-03_17:30:10
57,808,544,17360,2025-12-03_17:30:10
52,1123,498,17160,2025-12-03_17:30:10
52,1130,488,18910,2025-12-03_17:30:10
57,811,531,12720,2025-12-03_17:30:10
52,1124,483,17696,2025-12-03_17:30:11
52,1155,483,18054,2025-12-03_17:30:11
57,840,527,14529,2025-12-03_17:30:11
52,1169,482,17632,2025-12-03_17:30:11
57,850,527,12382,2025-12-03_17:30:11
52,1154,500,17248,2025-12-03_17:30:11
57,838,549,14276,2025-12-03_17:30:11
57,843,552,14276,2025-12-03_17:30:11
52,1153,517,16761,2025-12-03_17:30:12
57,830,561,11929,2025-12-03_17:30:12
52,1162,488,16758,2025-12-03_17:30:12
57,845,529,12166,2025-12-03_17:30:12
52,1173,475,17113,2025-12-03_17:30:12
57,856,517,12717,2025-12-03_17:30:12
52,1202,483,17595,2025-12-03_17:30:12
57,881,530,16428,2025-12-03_17:30:12
52,1188,490,16800,2025-12-03_17:30:12
57,867,530,10434,2025-12-03_17:30:12
52,1183,501,16799,2025-12-03_17:30:12
57,864,544,11856,2025-12-03_17:30:12
52,1186,513,16786,2025-12-03_17:30:13
57,865,560,15855,2025-12-03_17:30:13
52,1188,519,16308,2025-12-03_17:30:13
52,1187,512,15750,2025-12-03_17:30:13
57,869,554,11929,2025-12-03_17:30:13
52,1190,516,15900,2025-12-03_17:30:13
57,874,558,13202,2025-12-03_17:30:13
52,1171,515,15582,2025-12-03_17:30:13
57,850,560,13870,2025-12-03_17:30:13
52,1137,502,15496,2025-12-03_17:30:13
57,820,537,12245,2025-12-03_17:30:13
52,1142,502,16016,2025-12-03_17:30:13
58,820,545,15768,2025-12-03_17:30:13
52,1147,502,16692,2025-12-03_17:30:14
57,827,537,11704,2025-12-03_17:30:14
57,831,541,11476,2025-12-03_17:30:14
52,1155,500,15553,2025-12-03_17:30:14
57,842,534,12798,2025-12-03_17:30:14
52,1191,491,15900,2025-12-03_17:30:14
57,872,530,13038,2025-12-03_17:30:14
52,1191,484,15984,2025-12-03_17:30:14
52,1192,492,16830,2025-12-03_17:30:14
52,1198,496,16416,2025-12-03_17:30:15
57,876,533,12089,2025-12-03_17:30:15
52,1187,501,15244,2025-12-03_17:30:15
57,867,540,11096,2025-12-03_17:30:15
57,870,547,13005,2025-12-03_17:30:15
52,1195,505,14586,2025-12-03_17:30:15
57,874,552,14157,2025-12-03_17:30:15
57,879,552,14746,2025-12-03_17:30:15
57,874,533,12246,2025-12-03_17:30:15
52,1195,498,16112,2025-12-03_17:30:15
52,1223,495,17024,2025-12-03_17:30:16
57,901,533,12166,2025-12-03_17:30:16
52,1219,511,16848,2025-12-03_17:30:16
57,890,556,13261,2025-12-03_17:30:16
52,1231,501,16206,2025-12-03_17:30:16
57,913,541,12560,2025-12-03_17:30:16
52,1250,505,15645,2025-12-03_17:30:16
57,925,545,11622,2025-12-03_17:30:16
52,1257,500,15540,2025-12-03_17:30:17
57,936,537,11934,2025-12-03_17:30:17
52,1232,498,16611,2025-12-03_17:30:17
57,911,536,12482,2025-12-03_17:30:17
52,1237,494,16240,2025-12-03_17:30:17
57,916,534,11934,2025-12-03_17:30:17
57,914,529,11771,2025-12-03_17:30:17
57,949,531,11778,2025-12-03_17:30:18
52,1272,490,17710,2025-12-03_17:30:18
52,1259,514,15914,2025-12-03_17:30:18
57,937,557,13950,2025-12-03_17:30:18
57,921,556,12080,2025-12-03_17:30:18
52,1244,514,14976,2025-12-03_17:30:18
52,1250,517,15836,2025-12-03_17:30:18
57,927,557,12087,2025-12-03_17:30:18
57,920,554,11920,2025-12-03_17:30:18
52,1242,512,15476,2025-12-03_17:30:18
52,1241,505,15515,2025-12-03_17:30:19
57,917,544,12118,2025-12-03_17:30:19
52,1217,505,16585,2025-12-03_17:30:19
57,889,544,12069,2025-12-03_17:30:19
52,1180,501,17172,2025-12-03_17:30:19
57,854,536,12160,2025-12-03_17:30:19
57,827,527,11840,2025-12-03_17:30:19
52,1154,493,16280,2025-12-03_17:30:19
52,1122,480,17427,2025-12-03_17:30:19
57,791,512,12555,2025-12-03_17:30:19
59,1053,438,15540,2025-12-03_17:30:19
60,727,470,13050,2025-12-03_17:30:19
59,1018,403,18256,2025-12-03_17:30:19
60,687,435,14694,2025-12-03_17:30:19
61,548,370,329100,2025-12-03_17:30:19
62,572,297,275317,2025-12-03_17:30:20
62,603,312,14014,2025-12-03_17:30:20
63,928,288,17696,2025-12-03_17:30:20
62,617,327,12546,2025-12-03_17:30:20
63,944,303,16112,2025-12-03_17:30:20
63,991,333,15049,2025-12-03_17:30:20
62,666,358,12699,2025-12-03_17:30:20
60,712,406,16960,2025-12-03_17:30:21
59,1051,399,29726,2025-12-03_17:30:21
64,1080,404,43076,2025-12-03_17:30:21
59,1059,397,17710,2025-12-03_17:30:21
60,733,423,15655,2025-12-03_17:30:21
52,1101,446,27360,2025-12-03_17:30:21
60,769,461,19278,2025-12-03_17:30:21
52,1117,436,17066,2025-12-03_17:30:21
60,789,462,12480,2025-12-03_17:30:21
52,1152,466,23430,2025-12-03_17:30:21
60,817,483,16830,2025-12-03_17:30:21
65,1189,480,45360,2025-12-03_17:30:21
52,1154,460,16677,2025-12-03_17:30:22
60,825,489,15251,2025-12-03_17:30:22
60,818,513,12432,2025-12-03_17:30:22
52,1145,485,15080,2025-12-03_17:30:22
52,1089,510,14500,2025-12-03_17:30:22
60,765,539,13559,2025-12-03_17:30:22
60,749,538,11907,2025-12-03_17:30:22
52,1079,511,15855,2025-12-03_17:30:22
52,1059,514,14586,2025-12-03_17:30:22
60,735,545,12936,2025-12-03_17:30:22
60,723,551,12231,2025-12-03_17:30:22
52,1050,525,14308,2025-12-03_17:30:22
60,720,555,13528,2025-12-03_17:30:23
52,1038,528,16478,2025-12-03_17:30:23
60,712,557,13764,2025-12-03_17:30:23
52,1043,536,15288,2025-12-03_17:30:23
52,1037,563,15912,2025-12-03_17:30:23
60,711,589,12936,2025-12-03_17:30:23
60,704,620,17334,2025-12-03_17:30:24
52,1025,596,16695,2025-12-03_17:30:24
52,1003,560,19188,2025-12-03_17:30:24
66,497,501,12792,2025-12-03_17:30:24
67,823,470,15096,2025-12-03_17:30:24
67,785,497,15808,2025-12-03_17:30:25
66,457,532,14168,2025-12-03_17:30:25
68,331,537,14664,2025-12-03_17:30:25
69,659,489,18810,2025-12-03_17:30:25
68,295,499,15326,2025-12-03_17:30:25
69,623,451,19680,2025-12-03_17:30:25
68,270,456,18080,2025-12-03_17:30:25
69,598,402,16905,2025-12-03_17:30:25
70,216,398,15134,2025-12-03_17:30:25
71,535,341,17898,2025-12-03_17:30:25
70,254,369,16000,2025-12-03_17:30:26
71,575,307,18212,2025-12-03_17:30:26
68,226,452,17010,2025-12-03_17:30:26
69,543,387,18750,2025-12-03_17:30:26
72,211,586,14915,2025-12-03_17:30:26
73,532,528,17082,2025-12-03_17:30:26
73,535,532,17328,2025-12-03_17:30:28
72,214,591,14946,2025-12-03_17:30:28
72,219,589,16038,2025-12-03_17:30:29
73,585,503,17400,2025-12-03_17:30:29
72,267,571,13923,2025-12-03_17:30:29
73,590,508,15904,2025-12-03_17:30:29
72,271,574,14168,2025-12-03_17:30:29
73,592,518,18000,2025-12-03_17:30:29
72,273,585,13311,2025-12-03_17:30:29
73,587,521,17199,2025-12-03_17:30:29
73,594,522,17812,2025-12-03_17:30:30
73,634,509,18126,2025-12-03_17:30:30
72,313,568,12400,2025-12-03_17:30:30
73,689,513,17168,2025-12-03_17:30:30
72,369,571,13288,2025-12-03_17:30:30
72,364,573,14415,2025-12-03_17:30:31
73,684,517,18942,2025-12-03_17:30:31
72,420,532,13608,2025-12-03_17:30:31
74,750,486,22704,2025-12-03_17:30:31
75,824,512,18370,2025-12-03_17:30:31
76,501,557,17098,2025-12-03_17:30:31
76,505,554,12994,2025-12-03_17:30:32
75,820,517,16390,2025-12-03_17:30:33
76,499,562,14820,2025-12-03_17:30:33
76,518,547,14601,2025-12-03_17:30:33
75,845,507,18012,2025-12-03_17:30:33
75,841,469,17013,2025-12-03_17:30:33
76,514,498,12782,2025-12-03_17:30:33
76,523,482,18792,2025-12-03_17:30:33
75,853,448,19873,2025-12-03_17:30:33
76,534,444,15147,2025-12-03_17:30:33
75,864,408,21590,2025-12-03_17:30:33
76,570,384,14688,2025-12-03_17:30:33
75,892,360,17825,2025-12-03_17:30:33
76,585,382,14536,2025-12-03_17:30:34
75,910,360,16065,2025-12-03_17:30:34
76,595,335,17549,2025-12-03_17:30:34
75,921,317,18644,2025-12-03_17:30:34
77,688,309,14508,2025-12-03_17:30:34
78,1012,299,15504,2025-12-03_17:30:34
78,1026,342,20160,2025-12-03_17:30:34
77,699,356,21156,2025-12-03_17:30:34
78,1043,400,18426,2025-12-03_17:30:34
77,723,416,21901,2025-12-03_17:30:34
79,715,411,15272,2025-12-03_17:30:34
77,739,438,14100,2025-12-03_17:30:34
78,1060,426,16050,2025-12-03_17:30:34
77,750,443,15912,2025-12-03_17:30:37
78,1076,433,14600,2025-12-03_17:30:37
77,741,438,13410,2025-12-03_17:30:37
78,1064,425,16585,2025-12-03_17:30:37
77,727,431,13818,2025-12-03_17:30:37
78,1051,415,14948,2025-12-03_17:30:37
78,1037,419,14790,2025-12-03_17:30:37
77,713,435,13800,2025-12-03_17:30:37
77,709,439,14602,2025-12-03_17:30:37
78,1034,427,16677,2025-12-03_17:30:37
78,1031,443,14847,2025-12-03_17:30:37
77,709,457,14112,2025-12-03_17:30:37
77,716,477,15554,2025-12-03_17:30:37
78,1039,462,16157,2025-12-03_17:30:37
77,705,477,15400,2025-12-03_17:30:37
78,1028,460,16390,2025-12-03_17:30:37
77,707,502,13320,2025-12-03_17:30:38
78,1029,484,14892,2025-12-03_17:30:38
77,712,507,15300,2025-12-03_17:30:38
78,1037,489,15096,2025-12-03_17:30:38
77,717,510,14136,2025-12-03_17:30:38
78,1043,497,15704,2025-12-03_17:30:38
77,702,514,14852,2025-12-03_17:30:38
78,1022,501,14688,2025-12-03_17:30:38
78,1010,490,15402,2025-12-03_17:30:39
77,684,507,15035,2025-12-03_17:30:39
78,1009,507,15645,2025-12-03_17:30:39
77,684,526,12768,2025-12-03_17:30:39
78,999,514,14256,2025-12-03_17:30:39
77,675,538,15048,2025-12-03_17:30:39
80,670,420,17066,2025-12-03_17:30:39
81,993,393,17113,2025-12-03_17:30:39
80,720,419,14136,2025-12-03_17:30:39
81,1045,385,15582,2025-12-03_17:30:39
80,742,402,18419,2025-12-03_17:30:39
81,1066,358,20618,2025-12-03_17:30:39
82,1094,363,35649,2025-12-03_17:30:39
83,1159,357,55692,2025-12-03_17:30:39
84,787,308,19722,2025-12-03_17:30:40
85,1114,268,19890,2025-12-03_17:30:40
84,762,275,18400,2025-12-03_17:30:40
85,1087,233,16416,2025-12-03_17:30:40
84,765,280,16116,2025-12-03_17:30:40
84,748,276,14535,2025-12-03_17:30:40
85,1071,237,17094,2025-12-03_17:30:40
84,748,271,15048,2025-12-03_17:30:40
81,1074,331,25200,2025-12-03_17:30:41
80,740,370,22057,2025-12-03_17:30:41
80,742,411,14744,2025-12-03_17:30:41
82,1064,383,15836,2025-12-03_17:30:41
82,1056,400,14872,2025-12-03_17:30:41
80,734,430,15423,2025-12-03_17:30:41
81,1073,315,19800,2025-12-03_17:30:41
85,1082,238,17920,2025-12-03_17:30:41
84,753,272,16848,2025-12-03_17:30:41
81,1079,294,16006,2025-12-03_17:30:42
84,750,317,14345,2025-12-03_17:30:42
84,759,294,18745,2025-12-03_17:30:42
85,1088,263,17172,2025-12-03_17:30:42
84,758,280,15655,2025-12-03_17:30:42
85,1085,256,16500,2025-12-03_17:30:42
85,1095,243,15960,2025-12-03_17:30:42
84,775,267,13984,2025-12-03_17:30:42
86,495,107,16686,2025-12-03_17:30:42
87,814,70,16240,2025-12-03_17:30:42
86,527,108,19152,2025-12-03_17:30:42
87,848,61,17278,2025-12-03_17:30:42
87,849,86,17168,2025-12-03_17:30:43
86,532,131,16744,2025-12-03_17:30:43
88,852,100,24648,2025-12-03_17:30:43
86,542,161,16328,2025-12-03_17:30:43
88,865,112,18392,2025-12-03_17:30:43
86,551,194,14758,2025-12-03_17:30:43
88,876,148,18910,2025-12-03_17:30:43
86,544,217,15246,2025-12-03_17:30:43
88,864,173,17328,2025-12-03_17:30:43
88,853,239,17582,2025-12-03_17:30:43
86,537,279,14976,2025-12-03_17:30:43
86,533,282,15190,2025-12-03_17:30:43
88,856,247,18848,2025-12-03_17:30:44
88,872,233,19264,2025-12-03_17:30:44
86,546,274,14973,2025-12-03_17:30:44
89,471,257,20570,2025-12-03_17:30:44
90,762,49,13442,2025-12-03_17:30:44
91,459,80,14344,2025-12-03_17:30:44
91,485,104,15552,2025-12-03_17:30:44
90,795,73,15876,2025-12-03_17:30:44
90,814,128,24820,2025-12-03_17:30:45
89,480,268,28968,2025-12-03_17:30:45
92,792,241,26718,2025-12-03_17:30:45
92,808,230,26163,2025-12-03_17:30:45
89,478,245,17982,2025-12-03_17:30:45
93,320,633,172160,2025-12-03_17:30:45
92,795,269,15950,2025-12-03_17:30:45
89,474,293,13261,2025-12-03_17:30:45
89,474,299,13857,2025-12-03_17:30:45
92,796,274,16095,2025-12-03_17:30:47
0,593,317,13802,2025-12-03_19:48:18
0,607,316,13760,2025-12-03_19:48:18
1,280,300,13529,2025-12-03_19:48:18
0,600,311,13432,2025-12-03_19:48:18
1,273,300,13965,2025-12-03_19:48:18
1,278,301,15048,2025-12-03_19:48:18
0,337,588,12496,2025-12-09_15:46:15
1,662,606,12727,2025-12-09_15:46:15
0,257,539,12330,2025-12-09_19:24:26
1,580,584,12096,2025-12-09_19:24:26
2,539,153,309456,2025-12-09_19:24:26
2,533,147,291755,2025-12-09_19:24:27
2,545,151,303303,2025-12-09_19:24:27
2,539,144,283798,2025-12-09_19:24:27
2,557,151,289668,2025-12-09_19:24:27
2,527,144,292608,2025-12-09_19:24:28
2,551,141,254700,2025-12-09_19:24:31
2,543,143,268919,2025-12-09_19:24:32
2,551,142,276450,2025-12-09_19:24:32
2,537,145,291291,2025-12-09_19:24:33
0,199,648,15876,2025-12-10_16:32:10
1,57,663,15048,2025-12-10_16:32:10
0,199,647,15768,2025-12-10_16:40:09
1,56,663,14672,2025-12-10_16:40:09
0,148,640,15244,2025-12-10_16:40:21
1,32,655,9280,2025-12-10_16:40:21
0,130,638,16200,2025-12-10_16:40:22
1,22,678,5130,2025-12-10_16:40:22
0,169,634,15552,2025-12-10_16:40:22
1,45,639,13860,2025-12-10_16:40:22
0,177,641,16383,2025-12-10_16:40:22
2,321,626,16371,2025-12-10_16:40:22
2,287,644,18415,2025-12-10_16:40:22
3,390,633,28792,2025-12-10_16:40:22
4,428,631,17982,2025-12-10_16:40:22
5,362,639,43146,2025-12-10_16:40:22
5,339,646,16900,2025-12-10_16:40:22
4,482,636,16065,2025-12-10_16:40:22
5,334,647,16510,2025-12-10_16:40:23
4,477,637,15704,2025-12-10_16:40:28
5,329,646,16768,2025-12-10_16:42:35
4,473,640,14688,2025-12-10_16:42:35
5,325,650,16510,2025-12-10_16:42:35
4,452,647,16264,2025-12-10_16:42:35
5,309,656,17820,2025-12-10_16:42:35
4,434,649,15600,2025-12-10_16:42:36
5,288,658,16383,2025-12-10_16:42:36
4,445,646,16264,2025-12-10_16:42:36
5,296,658,16128,2025-12-10_16:42:36
6,427,650,23246,2025-12-10_16:42:43
7,420,650,25016,2025-12-10_16:42:45
8,423,650,24308,2025-12-10_16:42:48
9,422,650,24544,2025-12-10_16:42:51
10,414,649,26537,2025-12-10_16:42:53
11,425,649,23283,2025-12-10_16:43:01
12,423,650,24426,2025-12-10_16:43:03
12,417,650,25606,2025-12-10_16:43:04
12,424,649,23751,2025-12-10_16:43:04
13,424,650,23836,2025-12-10_16:43:07
14,425,650,23954,2025-12-10_16:43:08
14,417,650,25606,2025-12-10_16:43:10
14,425,649,23954,2025-12-10_16:43:11
15,426,650,23200,2025-12-10_16:43:14
15,415,650,26196,2025-12-10_16:43:15
15,424,650,23954,2025-12-10_16:43:15
16,428,649,23166,2025-12-10_16:43:18
16,423,649,24426,2025-12-10_16:43:20
17,420,649,25347,2025-12-10_16:43:22
17,425,649,23634,2025-12-10_16:43:23
17,419,649,25038,2025-12-10_16:43:24
17,425,650,23954,2025-12-10_16:43:25
18,420,650,25016,2025-12-10_16:43:28
19,371,596,18963,2025-12-10_16:43:28
19,366,620,16770,2025-12-10_16:43:29
20,513,614,16459,2025-12-10_16:43:29
19,358,631,17157,2025-12-10_16:43:29
20,499,624,16218,2025-12-10_16:43:29
19,352,639,16884,2025-12-10_16:43:29
19,375,669,17544,2025-12-10_16:43:29
20,519,658,16430,2025-12-10_16:43:29
20,485,700,19758,2025-12-10_16:43:30
4,436,699,31080,2025-12-10_16:43:30
19,354,706,14157,2025-12-10_16:43:30
21,109,196,31755,2025-12-10_16:43:30
4,427,711,28032,2025-12-10_16:43:30
20,484,710,16826,2025-12-10_16:43:30
19,359,715,15402,2025-12-10_16:43:30
22,107,189,27984,2025-12-10_16:43:32
23,407,690,20907,2025-12-10_16:43:32
24,435,689,14476,2025-12-10_16:43:32
25,368,691,30555,2025-12-10_16:43:32
26,297,701,15820,2025-12-10_16:43:32
26,284,686,15295,2025-12-10_16:43:32
25,381,672,23735,2025-12-10_16:43:32
24,423,673,13800,2025-12-10_16:43:32
23,359,678,36952,2025-12-10_16:43:32
24,426,656,15984,2025-12-10_16:43:33
26,281,668,14375,2025-12-10_16:43:33
24,436,632,17640,2025-12-10_16:43:33
26,288,643,16500,2025-12-10_16:43:33
26,285,634,16864,2025-12-10_16:43:33
24,433,624,18126,2025-12-10_16:43:33
24,437,619,17595,2025-12-10_16:43:33
26,296,631,17028,2025-12-10_16:43:34
24,442,619,16170,2025-12-10_16:43:34
24,435,612,18582,2025-12-10_16:43:35
26,289,622,16891,2025-12-10_16:43:35
26,266,604,16640,2025-12-10_16:43:35
24,410,594,17442,2025-12-10_16:43:35
27,362,596,32893,2025-12-10_16:43:35
27,385,572,16422,2025-12-10_16:43:35
26,238,586,17292,2025-12-10_16:43:35
26,227,582,16632,2025-12-10_16:43:35
27,374,567,15656,2025-12-10_16:43:35
26,220,578,17526,2025-12-10_16:43:36
27,369,563,16112,2025-12-10_16:43:36
26,208,565,16125,2025-12-10_16:43:36
27,351,554,16112,2025-12-10_16:43:36
26,188,556,15827,2025-12-10_16:43:36
27,338,541,15184,2025-12-10_16:43:36
26,171,546,18216,2025-12-10_16:43:36
27,312,530,16677,2025-12-10_16:43:36
26,165,542,17157,2025-12-10_16:43:36
27,307,528,16050,2025-12-10_16:43:36
26,155,542,16492,2025-12-10_16:43:36
27,299,526,16170,2025-12-10_16:43:37
26,142,534,15125,2025-12-10_16:43:37
27,287,522,16632,2025-12-10_16:43:37
26,137,527,15860,2025-12-10_16:43:37
27,282,518,16371,2025-12-10_16:43:37
26,142,535,15128,2025-12-10_16:43:37
26,160,544,18906,2025-12-10_16:43:37
27,303,533,15696,2025-12-10_16:43:37
28,260,536,29541,2025-12-10_16:43:37
28,276,570,20482,2025-12-10_16:43:38
27,325,570,34974,2025-12-10_16:43:38
29,412,556,15190,2025-12-10_16:43:38
30,388,556,22363,2025-12-10_16:43:38
30,370,621,18304,2025-12-10_16:43:38
29,447,611,37750,2025-12-10_16:43:38
31,514,603,15708,2025-12-10_16:43:38
29,442,641,18221,2025-12-10_16:43:38
32,584,625,15049,2025-12-10_16:43:38
29,463,651,15500,2025-12-10_16:43:38
32,610,635,15038,2025-12-10_16:43:38
29,469,701,15744,2025-12-10_16:43:38
32,614,693,15150,2025-12-10_16:43:38
33,580,695,25080,2025-12-10_16:43:38
33,585,694,23408,2025-12-10_16:43:39
33,565,696,28728,2025-12-10_16:43:39
32,640,709,15000,2025-12-10_16:43:39
33,584,712,27560,2025-12-10_16:43:39
29,501,714,13974,2025-12-10_16:43:39
34,105,195,30173,2025-12-10_16:43:39
32,635,715,17298,2025-12-10_16:43:39
34,105,188,26334,2025-12-10_16:43:39
29,517,719,13340,2025-12-10_16:43:39
32,652,708,16328,2025-12-10_16:43:39
29,516,712,14124,2025-12-10_16:43:39
33,593,709,33330,2025-12-10_16:43:39
34,105,209,35659,2025-12-10_16:43:39
35,555,712,22896,2025-12-10_16:43:39
33,586,710,31968,2025-12-10_16:43:39
32,651,644,16224,2025-12-10_16:43:40
29,500,660,16002,2025-12-10_16:43:40
29,502,642,16128,2025-12-10_16:43:40
32,651,628,16895,2025-12-10_16:43:40
29,520,628,16768,2025-12-10_16:43:40
32,661,611,14949,2025-12-10_16:43:40
29,526,623,16512,2025-12-10_16:43:40
32,667,607,15402,2025-12-10_16:43:40
32,672,606,15300,2025-12-10_16:43:40
29,534,619,16506,2025-12-10_16:43:41
32,678,604,15038,2025-12-10_16:43:41
29,536,604,16256,2025-12-10_16:43:41
32,682,590,15198,2025-12-10_16:43:41
29,535,597,16764,2025-12-10_16:43:41
32,682,582,15855,2025-12-10_16:43:41
32,687,577,15794,2025-12-10_16:43:41
29,542,587,16244,2025-12-10_16:43:41
29,545,580,16510,2025-12-10_16:43:41
32,687,567,15300,2025-12-10_16:43:41
29,544,575,15498,2025-12-10_16:43:41
32,687,561,15704,2025-12-10_16:43:41
29,546,569,15750,2025-12-10_16:43:42
32,688,556,15656,2025-12-10_16:43:42
29,545,562,16758,2025-12-10_16:43:42
29,552,558,17420,2025-12-10_16:43:42
32,694,545,15100,2025-12-10_16:43:42
29,553,550,17286,2025-12-10_16:43:42
32,695,539,14751,2025-12-10_16:43:42
29,552,539,16120,2025-12-10_16:43:42
32,693,525,15100,2025-12-10_16:43:42
29,547,537,15875,2025-12-10_16:43:43
32,690,530,16006,2025-12-10_16:43:43
29,551,540,16740,2025-12-10_16:43:43
32,653,534,31875,2025-12-10_16:44:31
29,570,543,19448,2025-12-10_16:44:31
36,710,533,14976,2025-12-10_16:44:31
29,595,545,17157,2025-12-10_16:44:31
36,739,534,15729,2025-12-10_16:44:31
29,612,547,17556,2025-12-10_16:44:32
36,752,536,16585,2025-12-10_16:44:32
29,617,550,17028,2025-12-10_16:45:14
36,758,541,15606,2025-12-10_16:45:14
36,785,543,15582,2025-12-10_16:45:14
29,639,553,15990,2025-12-10_16:45:14
29,681,561,17272,2025-12-10_16:45:14
36,825,554,15704,2025-12-10_16:45:14
29,680,569,16640,2025-12-10_16:45:20
36,822,559,15912,2025-12-10_16:45:20
29,679,563,17550,2025-12-10_16:45:20
29,685,562,16764,2025-12-10_16:45:23
36,827,553,15606,2025-12-10_16:45:23
29,694,581,17280,2025-12-10_16:45:23
36,839,572,15100,2025-12-10_16:45:23
29,688,567,15867,2025-12-10_16:45:26
36,834,560,15400,2025-12-10_16:45:26
36,845,575,14798,2025-12-10_16:45:26
29,700,588,17152,2025-12-10_16:45:26
29,700,593,17290,2025-12-10_16:45:27
36,844,581,15645,2025-12-10_16:45:27
36,844,576,14751,2025-12-10_16:45:28
29,701,588,16384,2025-12-10_16:45:28
29,698,584,16256,2025-12-10_16:45:28
29,687,575,15872,2025-12-10_16:45:28
36,831,568,16786,2025-12-10_16:45:28
29,670,565,16758,2025-12-10_16:45:28
36,813,559,14406,2025-12-10_16:45:28
37,793,558,21131,2025-12-10_16:45:28
29,672,576,16380,2025-12-10_16:45:29
36,816,572,15141,2025-12-10_16:45:29
29,670,586,16002,2025-12-10_16:45:29
36,817,577,15300,2025-12-10_16:45:29
36,812,574,14602,2025-12-10_16:45:31
29,650,572,15120,2025-12-10_16:45:31
36,789,568,15048,2025-12-10_16:45:31
36,774,556,19264,2025-12-10_16:45:31
29,633,564,18669,2025-12-10_16:45:31
38,720,556,34648,2025-12-10_16:45:31
29,639,567,16128,2025-12-10_16:45:32
36,784,559,15943,2025-12-10_16:45:32
38,762,558,23716,2025-12-10_16:45:33
38,756,558,25410,2025-12-10_16:45:33
38,762,558,24156,2025-12-10_16:45:33
39,765,558,22920,2025-12-10_16:45:37
29,613,558,18590,2025-12-10_16:45:37
39,752,549,15862,2025-12-10_16:45:37
40,685,554,38528,2025-12-10_16:45:37
29,613,570,16506,2025-12-10_16:45:37
39,755,563,16264,2025-12-10_16:45:37
29,614,564,16768,2025-12-10_16:45:38
39,756,557,16430,2025-12-10_16:45:38
29,615,558,16768,2025-12-10_16:45:38
0,614,557,16512,2025-12-10_17:00:09
1,758,556,15808,2025-12-10_17:00:09
0,479,529,15180,2026-05-14_16:09:04
1,459,453,14820,2026-05-14_16:09:32
2,741,531,12744,2026-05-14_16:09:32
1,454,445,15132,2026-05-14_16:09:32
2,736,523,13420,2026-05-14_16:09:32
3,522,447,30200,2026-05-14_16:09:38
4,736,522,13310,2026-05-14_16:09:38
5,429,376,16320,2026-05-14_16:09:39
5,412,349,17876,2026-05-14_16:09:39
5,411,320,16533,2026-05-14_16:09:40
5,351,296,15698,2026-05-14_16:09:40
6,274,304,14694,2026-05-14_16:09:40
7,379,590,16564,2026-05-14_16:09:41
7,375,573,14400,2026-05-14_16:09:41
7,347,534,14742,2026-05-14_16:09:41
7,322,529,14536,2026-05-14_16:09:41
7,309,530,15015,2026-05-14_16:09:42
8,583,638,14756,2026-05-14_16:09:42
7,307,559,15159,2026-05-14_16:09:42
9,340,718,13833,2026-05-14_16:09:42
9,357,715,13072,2026-05-14_16:09:42
9,379,709,14220,2026-05-14_16:09:42
9,388,707,13950,2026-05-14_16:09:43
9,394,706,14040,2026-05-14_16:09:43
9,401,703,13904,2026-05-14_16:09:43
9,435,697,13398,2026-05-14_16:09:43
9,456,694,13416,2026-05-14_16:09:43
9,473,691,13795,2026-05-14_16:09:44
9,478,690,13973,2026-05-14_16:09:44
9,490,687,13904,2026-05-14_16:09:45
9,513,687,14310,2026-05-14_16:09:45
9,504,704,13923,2026-05-14_16:09:45
9,485,677,14560,2026-05-14_16:09:46
10,350,517,16116,2026-05-14_16:09:46
10,307,465,14833,2026-05-14_16:09:46
11,577,587,15960,2026-05-14_16:09:46
10,302,464,15520,2026-05-14_16:09:47
10,275,520,15617,2026-05-14_16:09:48
11,545,625,15004,2026-05-14_16:09:48
10,309,562,14760,2026-05-14_16:09:48
10,330,598,15811,2026-05-14_16:09:48
10,325,591,14904,2026-05-14_16:09:48
10,337,602,14310,2026-05-14_16:09:48
10,341,627,15040,2026-05-14_16:09:49
12,613,716,11021,2026-05-14_16:09:49
10,340,634,14580,2026-05-14_16:09:50
10,343,644,15040,2026-05-14_16:09:50
10,347,657,15228,2026-05-14_16:09:50
10,370,669,14130,2026-05-14_16:09:50
10,360,657,14469,2026-05-14_16:09:51
13,639,732,6958,2026-05-14_16:09:51
10,357,640,14196,2026-05-14_16:09:51
10,348,617,15876,2026-05-14_16:09:51
10,347,606,15134,2026-05-14_16:09:52
10,342,592,14670,2026-05-14_16:09:52
10,336,580,15648,2026-05-14_16:09:53
13,607,680,13340,2026-05-14_16:09:53
10,333,572,14130,2026-05-14_16:09:53
10,333,567,14787,2026-05-14_16:09:54
13,606,668,13572,2026-05-14_16:09:54
10,320,579,15264,2026-05-14_16:09:54
10,315,578,15811,2026-05-14_16:09:55
14,274,465,14329,2026-05-14_16:09:58
14,229,448,15900,2026-05-14_16:09:58
14,186,443,16320,2026-05-14_16:09:59
14,156,441,15552,2026-05-14_16:09:59
15,422,558,15744,2026-05-14_16:09:59
15,424,546,13899,2026-05-14_16:09:59
14,156,435,14904,2026-05-14_16:10:02
